Date,hour,Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Visibility (mi),Precip (in),Wind Chill (F),Heat Index (F)
2017-07-13,16,109,16,54,5,70,10,0,NA,107
2017-07-13,17,107,20,58,6,80,10,0,NA,107
2017-07-13,18,105,19,55,6,170,10,0,NA,104
2017-07-13,19,102,19,53,7,180,10,0,NA,100
2017-07-13,20,98,22,54,6,200,10,0,NA,96
2017-07-13,21,95,26,55,13,240,10,0,NA,93
2017-07-13,22,93,27,55,9,250,10,0,NA,91
2017-07-13,23,91,28,54,9,300,10,0,NA,89
2017-07-14,0,88,33,56,5,160,10,0,NA,86
2017-07-14,1,87,51,67,6,150,10,0,NA,90
2017-07-14,2,83,65,70,10,120,10,0,NA,87
2017-07-14,3,84,67,72,3,150,10,0,NA,90
2017-07-14,4,82,69,71,0,NA,10,0,NA,86
2017-07-14,5,84,65,71,5,120,10,0,NA,89
2017-07-14,6,88,59,72,3,130,10,0,NA,95
2017-07-14,7,92,48,70,5,300,10,0,NA,97
2017-07-14,8,95,41,68,7,80,10,0,NA,100
2017-07-14,9,100,32,65,9,70,10,0,NA,104
2017-07-14,10,103,25,61,8,80,10,0,NA,104
2017-07-14,11,104,18,53,0,NA,10,0,NA,102
2017-07-14,12,107,19,57,6,110,10,0,NA,107
2017-07-14,13,108,17,54,5,50,10,0,NA,107
2017-07-14,14,108,17,55,5,130,10,0,NA,107
2017-07-14,15,109,17,56,3,NA,10,0,NA,108
2017-07-14,16,109,14,51,0,NA,10,0,NA,106
2017-07-14,17,109,12,46,0,NA,10,0,NA,105
2017-07-14,18,102,29,64,10,140,10,0,NA,105
2017-07-14,19,99,32,64,7,170,10,0,NA,102
2017-07-14,20,97,32,63,3,180,10,0,NA,98
2017-07-14,21,97,23,54,10,240,10,0,NA,95
2017-07-14,22,94,27,55,5,190,10,0,NA,92
2017-07-14,23,91,39,63,6,210,10,0,NA,92
2017-07-15,0,88,42,62,7,250,10,0,NA,88
2017-07-15,1,90,31,56,6,210,10,0,NA,88
2017-07-15,2,87,63,73,14,150,10,0,NA,94
2017-07-15,3,86,65,73,11,150,10,0,NA,93
2017-07-15,4,85,67,73,6,110,10,0,NA,92
2017-07-15,5,86,63,72,6,100,10,0,NA,92
2017-07-15,6,88,59,72,6,180,9,0,NA,95
2017-07-15,7,89,61,74,3,60,8,0,NA,98
2017-07-15,8,93,52,73,7,90,10,0,NA,102
2017-07-15,9,96,45,72,6,NA,10,0,NA,104
2017-07-15,10,100,35,68,7,120,10,0,NA,106
2017-07-15,11,103,31,67,3,120,10,0,NA,108
2017-07-15,12,106,26,64,8,170,10,0,NA,110
2017-07-15,13,107,25,64,9,130,10,0,NA,111
2017-07-15,14,108,23,63,8,110,10,0,NA,111
2017-07-15,15,108,23,63,9,130,10,0,NA,111
2017-07-15,16,107,26,65,9,130,10,0,NA,112
2017-07-15,17,103,33,69,14,140,10,0,NA,110
2017-07-15,18,99,38,69,13,130,10,0,NA,106
2017-07-15,19,95,41,68,14,130,10,0,NA,100
2017-07-15,20,93,44,68,13,130,10,0,NA,97
2017-07-15,21,90,55,72,18,120,10,0,NA,97
2017-07-15,22,88,57,71,25,130,10,0,NA,94
2017-07-15,23,88,53,69,18,140,10,0,NA,92
2017-07-16,0,87,56,70,10,140,10,0,NA,92
2017-07-16,1,87,55,69,7,200,10,0,NA,91
2017-07-16,2,84,62,70,11,50,10,0,NA,88
2017-07-16,3,84,62,70,9,80,10,0,NA,88
2017-07-16,4,83,67,71,9,110,10,0,NA,88
2017-07-16,5,84,69,73,7,110,7,0,NA,90
2017-07-16,6,88,65,75,10,140,10,0,NA,98
2017-07-16,7,90,61,75,7,140,10,0,NA,100
2017-07-16,8,92,54,73,5,NA,10,0,NA,101
2017-07-16,9,96,44,71,NA,NA,10,0,M,103
2017-07-16,10,99,39,70,11,120,10,0,NA,106
2017-07-16,11,100,39,71,10,150,10,0,NA,108
2017-07-16,12,102,32,67,6,150,10,0,NA,107
2017-07-16,13,105,28,66,10,150,10,0,NA,110
2017-07-16,14,104,29,66,11,120,10,0,NA,109
2017-07-16,15,106,28,67,13,130,10,0,NA,112
2017-07-16,16,105,27,65,11,130,10,0,NA,109
2017-07-16,17,102,28,63,13,130,10,0,NA,105
2017-07-16,18,98,34,65,15,130,10,0,NA,101
2017-07-16,19,95,36,64,16,140,10,0,NA,97
2017-07-16,20,93,38,64,8,150,10,0,NA,95
2017-07-16,21,92,39,64,8,140,10,0,NA,93
2017-07-16,22,90,42,64,8,140,10,0,NA,91
2017-07-16,23,88,46,65,7,110,10,0,NA,90
2017-07-17,0,85,54,67,8,100,10,0,NA,87
2017-07-17,1,85,59,69,9,120,10,0,NA,89
2017-07-17,2,83,65,70,8,80,10,0,NA,87
2017-07-17,3,83,67,71,13,120,10,0,NA,88
2017-07-17,4,84,62,70,9,120,10,0,NA,88
2017-07-17,5,85,61,70,8,130,10,0,NA,90
2017-07-17,6,88,61,73,16,160,10,0,NA,96
2017-07-17,7,91,53,72,9,130,10,0,NA,98
2017-07-17,8,95,41,68,6,NA,10,0,NA,100
2017-07-17,9,97,36,66,7,140,10,0,NA,100
2017-07-17,10,99,34,66,7,170,10,0,NA,103
2017-07-17,11,102,30,65,6,NA,10,0,NA,106
2017-07-17,12,103,29,65,3,NA,10,0,NA,107
2017-07-17,13,105,26,64,7,140,10,0,NA,108
2017-07-17,14,106,26,64,10,130,10,0,NA,110
2017-07-17,15,106,25,63,11,130,10,0,NA,109
2017-07-17,16,106,25,63,14,140,10,0,NA,109
2017-07-17,17,102,28,63,15,140,10,0,NA,105
2017-07-17,18,98,30,62,17,140,10,0,NA,99
2017-07-17,19,96,32,62,16,150,10,0,NA,97
2017-07-17,20,95,32,61,13,160,10,0,NA,95
2017-07-17,21,94,33,61,8,180,10,0,NA,94
2017-07-17,22,92,35,61,6,180,10,0,NA,92
2017-07-17,23,89,40,62,5,140,10,0,NA,89
2017-07-18,0,87,44,63,6,70,10,0,NA,88
2017-07-18,1,85,51,65,9,90,10,0,NA,87
2017-07-18,2,84,56,67,5,120,10,0,NA,86
2017-07-18,3,84,58,68,5,80,10,0,NA,87
2017-07-18,4,82,64,69,8,100,10,0,NA,85
2017-07-18,5,84,60,69,10,120,10,0,NA,88
2017-07-18,6,89,55,71,11,150,10,0,NA,95
2017-07-18,7,93,47,70,9,140,10,0,NA,99
2017-07-18,8,95,40,67,5,NA,10,0,NA,99
2017-07-18,9,98,37,68,6,NA,10,0,NA,103
2017-07-18,10,99,33,65,0,NA,10,0,NA,102
2017-07-18,11,102,29,64,6,NA,10,0,NA,105
2017-07-18,12,103,24,60,7,150,10,0,NA,104
2017-07-18,13,105,22,59,9,120,10,0,NA,106
2017-07-18,14,107,21,59,7,130,10,0,NA,108
2017-07-18,15,106,21,59,10,120,10,0,NA,106
2017-07-18,16,105,23,60,15,120,10,0,NA,106
2017-07-18,17,100,27,61,15,110,10,0,NA,101
2017-07-18,18,98,27,59,11,130,10,0,NA,98
2017-07-18,19,94,33,61,11,140,10,0,NA,94
2017-07-18,20,94,31,59,8,200,10,0,NA,93
2017-07-18,21,92,32,58,8,190,10,0,NA,91
2017-07-18,22,92,33,59,9,160,10,0,NA,91
2017-07-18,23,91,34,59,5,260,10,0,NA,90
2017-07-19,0,87,41,61,8,60,10,0,NA,87
2017-07-19,1,85,46,62,10,80,10,0,NA,86
2017-07-19,2,85,51,65,10,90,10,0,NA,87
2017-07-19,3,85,54,67,8,110,10,0,NA,87
2017-07-19,4,86,48,64,5,110,10,0,NA,87
2017-07-19,5,86,48,64,7,60,10,0,NA,87
2017-07-19,6,89,40,62,10,130,10,0,NA,89
2017-07-19,7,90,46,67,7,140,10,0,NA,93
2017-07-19,8,94,38,65,5,50,10,0,NA,96
2017-07-19,9,97,34,64,8,120,10,0,NA,99
2017-07-19,10,99,32,64,5,NA,10,0,NA,102
2017-07-19,11,102,28,63,6,60,10,0,NA,105
2017-07-19,12,101,29,63,13,30,10,0,NA,103
2017-07-19,13,104,24,61,17,30,10,0,NA,105
2017-07-19,14,104,23,60,14,20,10,0,NA,105
2017-07-19,15,104,22,58,7,80,10,0,NA,104
2017-07-19,16,104,19,54,8,140,10,0,NA,102
2017-07-19,17,102,21,56,8,140,10,0,NA,101
2017-07-19,18,98,26,58,8,140,10,0,NA,97
2017-07-19,19,95,29,58,8,150,10,0,NA,94
2017-07-19,20,93,32,59,8,170,10,0,NA,92
2017-07-19,21,93,32,59,7,200,10,0,NA,92
2017-07-19,22,89,35,58,0,NA,10,0,NA,88
2017-07-19,23,90,33,57,3,200,10,0,NA,89
2017-07-20,0,84,47,62,5,70,10,NA,NA,85
2017-07-20,1,83,50,63,8,100,10,NA,NA,84
2017-07-20,2,82,56,65,7,110,10,NA,NA,84
2017-07-20,3,83,58,67,7,110,10,NA,NA,85
2017-07-20,4,84,62,70,5,150,10,NA,NA,88
2017-07-20,5,84,65,71,5,80,10,NA,NA,89
2017-07-20,6,86,58,70,5,100,10,NA,NA,90
2017-07-20,7,90,51,70,7,140,10,NA,NA,95
2017-07-20,8,94,34,62,0,NA,10,NA,NA,94
2017-07-20,9,98,29,61,3,310,10,NA,NA,98
2017-07-20,10,100,24,58,7,130,10,NA,NA,99
2017-07-20,11,103,19,54,6,150,10,NA,NA,101
2017-07-20,12,104,26,63,NA,NA,10,NA,M,107
2017-07-20,13,105,24,62,10,110,10,NA,NA,107
2017-07-20,14,106,20,58,7,160,10,NA,NA,106
2017-07-20,15,107,18,56,6,NA,10,NA,NA,106
2017-07-20,16,107,17,54,7,130,10,NA,NA,105
2017-07-20,17,103,22,57,11,110,10,NA,NA,103
2017-07-20,18,99,25,58,13,150,10,NA,NA,98
2017-07-20,19,97,26,57,10,160,10,NA,NA,96
2017-07-20,20,93,32,59,8,190,10,NA,NA,92
2017-07-20,21,92,33,59,8,140,10,NA,NA,91
2017-07-20,22,89,37,60,6,160,10,NA,NA,88
2017-07-20,23,87,46,64,0,NA,10,NA,NA,88
2017-07-21,0,83,50,63,5,80,10,NA,NA,84
2017-07-21,1,82,60,67,9,110,10,NA,NA,84
2017-07-21,2,83,58,67,5,130,10,NA,NA,85
2017-07-21,3,81,62,67,3,30,10,NA,NA,83
2017-07-21,4,81,69,70,5,90,10,NA,NA,84
2017-07-21,5,83,67,71,5,110,10,NA,NA,88
2017-07-21,6,86,61,71,3,120,10,NA,NA,91
2017-07-21,7,91,48,69,3,350,10,NA,NA,96
2017-07-21,8,94,42,68,0,NA,10,NA,NA,98
2017-07-21,9,98,32,64,3,NA,10,NA,NA,100
2017-07-21,10,101,26,60,NA,NA,10,NA,M,102
2017-07-21,11,103,22,57,8,130,10,NA,NA,103
2017-07-21,12,104,20,56,6,NA,10,NA,NA,103
2017-07-21,13,105,23,61,5,110,10,NA,NA,106
2017-07-21,14,106,20,57,7,160,10,NA,NA,106
2017-07-21,15,107,16,52,3,20,10,NA,NA,105
2017-07-21,16,106,21,59,14,100,10,NA,NA,106
2017-07-21,17,103,22,58,14,130,10,NA,NA,103
2017-07-21,18,97,28,59,13,140,10,NA,NA,97
2017-07-21,19,96,30,60,11,150,10,NA,NA,96
2017-07-21,20,93,34,61,9,150,10,NA,NA,93
2017-07-21,21,92,33,59,8,190,10,NA,NA,91
2017-07-21,22,91,36,61,7,190,10,NA,NA,91
2017-07-21,23,89,33,57,0,NA,10,NA,NA,87
2017-07-22,0,83,52,64,6,90,10,0,NA,84
2017-07-22,1,81,60,66,9,100,10,0,NA,83
2017-07-22,2,82,60,67,6,140,10,0,NA,84
2017-07-22,3,81,64,68,0,NA,10,0,NA,84
2017-07-22,4,80,69,69,0,NA,10,0,NA,83
2017-07-22,5,83,65,70,0,NA,10,0,NA,87
2017-07-22,6,86,61,71,0,NA,10,0,NA,91
2017-07-22,7,90,50,69,0,NA,10,0,NA,95
2017-07-22,8,95,37,65,6,350,10,0,NA,97
2017-07-22,9,97,34,64,5,NA,10,0,NA,99
2017-07-22,10,100,29,63,9,130,10,0,NA,102
2017-07-22,11,103,21,56,6,NA,10,0,NA,102
2017-07-22,12,106,16,51,0,NA,10,0,NA,103
2017-07-22,13,108,19,58,5,20,10,0,NA,108
2017-07-22,14,108,19,58,3,100,10,0,NA,108
2017-07-22,15,108,20,59,7,120,10,0,NA,109
2017-07-22,16,108,21,60,8,110,10,0,NA,110
2017-07-22,17,104,24,61,9,120,10,0,NA,105
2017-07-22,19,97,30,61,10,150,10,0,NA,97
2017-07-22,20,93,33,60,8,130,10,0,NA,93
2017-07-22,21,93,33,60,9,130,10,0,NA,93
2017-07-22,22,90,39,62,8,140,10,0,NA,90
2017-07-22,23,87,47,65,5,70,10,0,NA,88
2017-07-23,0,86,49,65,6,70,10,0,NA,88
2017-07-23,1,84,60,69,8,110,10,0,NA,88
2017-07-23,2,84,65,71,5,110,10,0,NA,89
2017-07-23,3,83,69,72,3,130,10,0,NA,88
2017-07-23,4,83,63,69,3,140,10,0,NA,87
2017-07-23,5,85,63,71,0,NA,10,0,NA,90
2017-07-23,6,87,63,73,0,NA,10,0,NA,94
2017-07-23,7,92,48,70,6,30,10,0,NA,97
2017-07-23,8,94,44,69,6,80,10,0,NA,99
2017-07-23,9,97,41,70,6,120,10,0,NA,104
2017-07-23,10,101,34,68,13,150,10,0,NA,107
2017-07-23,11,103,29,65,11,120,10,0,NA,107
2017-07-23,12,105,26,64,14,140,10,0,NA,108
2017-07-23,13,104,27,64,11,140,4,0,NA,107
2017-07-23,14,104,25,62,10,120,5,0,NA,106
2017-07-23,15,102,26,61,14,140,5,0,NA,103
2017-07-23,16,103,28,64,15,110,9,0,NA,106
2017-07-23,17,99,34,66,14,130,10,NA,NA,103
2017-07-23,18,96,33,63,16,130,10,0,NA,97
2017-07-23,19,93,39,65,20,150,10,0,NA,95
2017-07-23,20,90,48,68,14,130,10,0,NA,94
2017-07-23,21,89,49,68,15,130,10,0,NA,92
2017-07-23,22,89,48,67,14,120,10,0,NA,92
2017-07-23,23,82,74,73,20,120,4,0.18,NA,87
2017-07-24,0,83,74,74,8,160,10,0.03,NA,90
2017-07-24,1,83,77,75,5,190,10,0,NA,90
2017-07-24,2,81,82,75,6,90,10,0,NA,87
2017-07-24,3,80,81,74,8,110,10,0,NA,84
2017-07-24,4,80,81,74,0,NA,10,NA,NA,84
2017-07-24,5,82,79,75,0,NA,10,0,NA,89
2017-07-24,6,84,74,75,5,80,10,0,NA,92
2017-07-24,7,88,61,73,6,140,10,0,NA,96
2017-07-24,8,90,53,71,0,NA,10,0,NA,96
2017-07-24,9,93,45,69,6,90,10,0,NA,98
2017-07-24,10,96,40,68,0,NA,10,0,NA,101
2017-07-24,11,99,29,62,13,100,10,0,NA,100
2017-07-24,12,97,29,60,14,130,10,0,NA,97
2017-07-24,13,96,31,61,14,140,10,0,NA,96
2017-07-24,14,97,31,62,10,100,10,0,NA,98
2017-07-24,15,98,29,61,10,140,10,0,NA,98
2017-07-24,16,98,29,61,9,140,10,0,NA,98
2017-07-24,17,96,31,61,7,140,10,0,NA,96
2017-07-24,18,94,34,62,8,160,10,0,NA,94
2017-07-24,19,91,40,64,6,140,10,0,NA,92
2017-07-24,20,91,40,64,5,170,10,0,NA,92
2017-07-24,21,90,42,64,7,160,10,0,NA,91
2017-07-24,22,87,47,65,9,140,10,0,NA,88
2017-07-24,23,86,49,65,7,140,10,0,NA,88
2017-07-25,0,85,57,68,3,NA,10,0,NA,88
2017-07-25,1,85,57,68,0,NA,10,0,NA,88
2017-07-25,2,84,58,68,0,NA,10,0,NA,87
2017-07-25,3,82,62,68,5,20,10,0,NA,85
2017-07-25,4,81,69,70,6,60,10,0,NA,84
2017-07-25,5,82,69,71,7,90,10,0,NA,86
2017-07-25,6,84,60,69,6,100,10,0,NA,88
2017-07-25,7,88,51,68,5,120,10,0,NA,91
2017-07-25,8,92,42,66,6,80,10,0,NA,95
2017-07-25,9,94,41,67,NA,NA,10,0,M,98
2017-07-25,10,99,27,60,6,NA,10,0,NA,99
2017-07-25,11,100,24,58,5,NA,10,0,NA,99
2017-07-25,12,103,19,54,6,NA,10,0,NA,101
2017-07-25,13,101,20,53,0,NA,10,0,NA,99
2017-07-25,14,104,17,52,3,70,10,0,NA,101
2017-07-25,15,103,18,52,3,NA,10,0,NA,101
2017-07-25,16,102,21,56,0,NA,9,0,NA,101
2017-07-25,17,101,19,52,10,160,10,0,NA,98
2017-07-25,18,97,22,52,10,130,10,0,NA,94
2017-07-25,19,92,27,54,11,140,10,0,NA,90
2017-07-25,20,89,33,57,7,140,10,0,NA,87
2017-07-25,21,89,31,55,6,160,10,0,NA,87
2017-07-25,22,83,42,58,3,80,10,0,NA,83
2017-07-25,23,81,47,59,6,60,10,0,NA,81
2017-07-26,0,80,54,62,5,80,10,0,NA,81
2017-07-26,1,78,59,63,5,50,10,0,NA,80
2017-07-26,2,79,58,63,0,NA,10,0,NA,81
2017-07-26,3,77,51,58,0,NA,10,0,NA,NA
2017-07-26,4,75,57,59,0,NA,10,0,NA,NA
2017-07-26,5,82,39,55,3,40,10,0,NA,81
2017-07-26,6,86,31,52,0,NA,10,0,NA,84
2017-07-26,7,90,30,55,5,10,10,0,NA,88
2017-07-26,8,93,30,58,6,30,10,0,NA,92
2017-07-26,9,95,32,61,5,NA,10,0,NA,95
2017-07-26,10,98,26,58,3,60,10,0,NA,97
2017-07-26,11,103,13,43,6,NA,10,0,NA,99
2017-07-26,12,103,17,51,5,150,10,0,NA,100
2017-07-26,13,105,16,50,5,NA,10,0,NA,102
2017-07-26,14,106,15,50,7,150,10,0,NA,103
2017-07-26,15,106,16,51,0,NA,10,0,NA,103
2017-07-26,16,107,15,51,7,170,10,0,NA,104
2017-07-26,17,103,23,59,10,130,10,0,NA,103
2017-07-26,18,98,25,57,11,140,10,0,NA,97
2017-07-26,19,96,23,53,10,180,10,0,NA,93
2017-07-26,20,95,18,45,10,240,10,0,NA,91
2017-07-26,21,92,21,47,9,230,10,0,NA,88
2017-07-26,22,91,17,41,7,260,10,0,NA,87
2017-07-26,23,90,14,36,8,260,10,0,NA,86
2017-07-27,0,89,12,31,10,250,10,0,NA,85
2017-07-27,1,88,14,33,8,280,10,0,NA,84
2017-07-27,2,86,16,36,7,260,10,0,NA,83
2017-07-27,3,85,16,35,3,290,10,0,NA,82
2017-07-27,4,81,26,43,6,290,10,0,NA,80
2017-07-27,5,83,31,50,7,160,10,0,NA,81
2017-07-27,6,89,32,56,3,190,10,0,NA,87
2017-07-27,7,94,25,53,5,250,10,0,NA,91
2017-07-27,8,100,17,49,5,300,10,0,NA,96
2017-07-27,9,102,16,49,0,NA,10,0,NA,98
2017-07-27,10,106,15,49,6,NA,10,0,NA,103
2017-07-27,11,107,14,49,6,NA,10,0,NA,104
2017-07-27,12,108,14,50,5,NA,10,0,NA,105
2017-07-27,13,109,13,48,5,NA,10,0,NA,105
2017-07-27,14,110,11,44,7,120,10,0,NA,105
2017-07-27,15,110,12,46,9,130,10,0,NA,106
2017-07-27,16,110,12,47,5,180,10,0,NA,106
2017-07-27,17,109,12,46,5,100,10,0,NA,105
2017-07-27,18,103,17,50,14,230,10,0,NA,100
2017-07-27,19,100,17,48,14,240,10,0,NA,96
2017-07-27,20,97,17,46,13,250,10,0,NA,93
2017-07-27,21,94,18,45,7,200,10,0,NA,90
2017-07-27,22,93,18,44,11,230,10,0,NA,89
2017-07-27,23,91,18,43,8,250,10,0,NA,87
2017-07-28,0,87,20,42,6,290,10,0,NA,84
2017-07-28,1,89,15,37,9,250,10,0,NA,85
2017-07-28,2,88,19,41,5,220,10,0,NA,84
2017-07-28,3,88,45,64,15,140,10,0,NA,89
2017-07-28,4,86,58,70,18,150,10,0,NA,90
2017-07-28,5,87,65,74,10,120,5,0,NA,95
2017-07-28,6,90,53,71,13,140,6,0,NA,96
2017-07-28,7,92,50,71,13,140,8,0,NA,99
2017-07-28,8,94,45,70,9,140,9,0,NA,100
2017-07-28,9,96,40,68,8,100,10,0,NA,101
2017-07-28,10,99,34,66,6,130,10,0,NA,103
2017-07-28,11,101,30,64,6,120,10,0,NA,104
2017-07-28,12,104,25,62,10,140,10,0,NA,106
2017-07-28,13,105,23,60,5,NA,10,0,NA,106
2017-07-28,14,105,23,61,17,140,9,0,NA,106
2017-07-28,15,103,25,61,14,140,9,0,NA,104
2017-07-28,16,103,22,57,11,130,10,0,NA,103
2017-07-28,17,101,25,59,11,130,7,0,NA,101
2017-07-28,18,96,31,61,15,130,10,0,NA,96
2017-07-28,19,93,35,62,14,140,10,0,NA,93
2017-07-28,20,90,40,63,11,140,10,0,NA,91
2017-07-28,21,89,46,66,15,140,10,0,NA,91
2017-07-28,22,88,51,68,11,140,10,0,NA,91
2017-07-28,23,86,57,69,11,130,10,0,NA,90
2017-07-29,0,85,59,69,7,110,10,0,NA,89
2017-07-29,1,83,65,70,5,100,10,0,NA,87
2017-07-29,2,82,66,70,6,100,10,0,NA,86
2017-07-29,3,81,69,70,6,80,10,0,NA,84
2017-07-29,4,81,64,68,3,110,10,0,NA,84
2017-07-29,5,84,60,69,5,160,10,0,NA,88
2017-07-29,6,86,57,69,5,130,10,0,NA,90
2017-07-29,7,89,55,71,5,280,10,0,NA,95
2017-07-29,8,92,47,69,0,NA,10,0,NA,97
2017-07-29,9,94,42,68,0,NA,10,0,NA,98
2017-07-29,10,97,37,67,6,150,10,0,NA,101
2017-07-29,11,100,29,63,0,NA,10,0,NA,102
2017-07-29,12,102,29,64,3,NA,10,0,NA,105
2017-07-29,13,103,26,62,8,120,10,0,NA,105
2017-07-29,14,105,23,61,8,130,10,0,NA,106
2017-07-29,15,106,21,59,11,130,10,0,NA,106
2017-07-29,16,105,23,61,13,140,10,0,NA,106
2017-07-29,17,102,25,60,14,140,10,0,NA,103
2017-07-29,18,96,31,61,14,130,10,0,NA,96
2017-07-29,19,94,31,59,14,160,10,0,NA,93
2017-07-29,20,91,34,59,15,140,10,0,NA,90
2017-07-29,21,87,43,62,11,130,10,0,NA,87
2017-07-29,22,87,44,63,10,140,10,0,NA,88
2017-07-29,23,86,44,62,5,140,10,0,NA,86
2017-07-30,0,83,49,62,8,100,10,0,NA,84
2017-07-30,1,82,62,68,9,100,10,0,NA,85
2017-07-30,2,84,65,71,3,NA,10,0,NA,89
2017-07-30,3,83,67,71,6,200,10,0,NA,88
2017-07-30,4,82,64,69,0,NA,10,0,NA,85
2017-07-30,5,83,67,71,5,290,10,0,NA,88
2017-07-30,6,88,57,71,5,60,10,0,NA,94
2017-07-30,7,90,43,65,3,NA,10,0,NA,92
2017-07-30,8,93,41,66,5,NA,10,0,NA,96
2017-07-30,9,95,37,65,7,120,10,0,NA,97
2017-07-30,10,98,34,65,6,110,10,0,NA,101
2017-07-30,11,100,32,65,5,NA,10,0,NA,104
2017-07-30,12,102,28,63,9,110,10,0,NA,105
2017-07-30,14,104,26,63,5,NA,10,0,NA,107
2017-07-30,15,105,24,62,3,NA,10,0,NA,107
2017-07-30,16,105,23,61,3,130,10,0,NA,106
2017-07-30,17,105,24,62,5,100,10,0,NA,107
2017-07-30,18,100,28,62,8,130,10,0,NA,101
2017-07-30,19,98,28,60,10,160,10,0,NA,98
2017-07-30,20,97,28,59,7,270,10,0,NA,97
2017-07-30,21,95,28,57,5,230,10,0,NA,94
2017-07-30,22,94,30,58,9,230,10,0,NA,93
2017-07-30,23,93,29,57,8,240,10,0,NA,91
2017-07-31,0,92,32,58,7,250,10,0,NA,91
2017-07-31,1,92,32,58,7,290,10,0,NA,91
2017-07-31,2,90,39,62,5,70,10,0,NA,90
2017-07-31,3,88,42,62,11,200,10,0,NA,88
2017-07-31,4,89,39,61,9,230,10,0,NA,89
2017-07-31,5,89,37,60,10,260,10,0,NA,88
2017-07-31,6,94,30,58,6,10,10,0,NA,93
2017-07-31,7,96,33,63,10,10,10,0,NA,97
2017-07-31,8,98,31,63,7,30,10,0,NA,99
2017-07-31,9,100,31,64,6,NA,10,0,NA,103
2017-07-31,10,103,25,61,7,130,10,0,NA,104
2017-07-31,11,106,20,58,8,130,10,0,NA,106
2017-07-31,12,106,19,56,7,130,10,0,NA,105
2017-07-31,13,106,19,56,3,110,10,0,NA,105
2017-07-31,14,108,17,54,5,80,10,0,NA,107
2017-07-31,15,108,17,54,6,240,10,0,NA,107
2017-07-31,16,109,16,53,3,NA,10,0,NA,107
2017-07-31,17,108,16,53,3,200,10,0,NA,106
2017-07-31,18,106,18,54,3,210,10,0,NA,105
2017-07-31,19,101,20,53,5,170,10,0,NA,99
2017-07-31,20,100,22,55,3,190,10,0,NA,98
2017-07-31,21,98,27,59,0,NA,10,0,NA,98
2017-07-31,22,96,30,60,6,150,10,0,NA,96
2017-07-31,23,94,32,60,7,160,10,0,NA,94
2017-08-01,0,96,28,58,5,330,10,0,NA,95
2017-08-01,1,92,39,64,13,70,10,0,NA,93
2017-08-01,2,89,49,68,10,40,10,0,NA,92
2017-08-01,3,90,46,67,8,20,10,0,NA,93
2017-08-01,4,90,45,66,6,10,10,0,NA,92
2017-08-01,5,88,49,67,7,40,10,0,NA,91
2017-08-01,6,91,53,72,6,160,10,0,NA,98
2017-08-01,7,94,41,67,24,130,10,0,NA,98
2017-08-01,8,94,38,65,23,160,10,0,NA,96
2017-08-01,9,98,31,63,21,180,10,0,NA,99
2017-08-01,10,103,28,64,15,210,10,0,NA,106
2017-08-01,11,103,25,61,6,210,10,0,NA,104
2017-08-01,12,106,20,57,8,60,10,0,NA,106
2017-08-01,13,106,22,60,8,80,10,0,NA,107
2017-08-01,14,107,24,63,10,70,10,0,NA,110
2017-08-01,15,106,24,62,7,130,10,NA,NA,109
2017-08-01,16,104,25,62,7,120,10,0,NA,106
2017-08-01,17,100,29,63,7,160,10,0,NA,102
2017-08-01,18,97,35,65,0,NA,10,0,NA,100
2017-08-01,19,95,36,64,3,150,10,0,NA,97
2017-08-01,20,94,37,64,0,NA,10,0,NA,96
2017-08-01,21,92,38,63,5,60,9,0,NA,93
2017-08-01,22,91,42,65,7,40,10,0,NA,93
2017-08-01,23,91,45,67,15,50,10,0,NA,94
2017-08-02,0,85,63,71,13,50,10,0,NA,90
2017-08-02,2,86,61,71,8,250,10,0,NA,91
2017-08-02,3,86,63,72,7,240,10,0,NA,92
2017-08-02,4,88,57,71,0,NA,10,0,NA,94
2017-08-02,5,87,60,72,0,NA,10,0,NA,93
2017-08-02,6,87,65,74,6,90,10,0,NA,95
2017-08-02,7,89,59,73,5,110,10,0,NA,97
2017-08-02,8,95,46,71,6,60,10,0,NA,103
2017-08-02,9,97,37,67,3,50,10,0,NA,101
2017-08-02,10,100,32,65,5,100,10,0,NA,104
2017-08-02,11,103,28,64,6,50,10,0,NA,106
2017-08-02,12,102,28,63,6,70,10,0,NA,105
2017-08-02,13,102,28,63,6,200,10,0,NA,105
2017-08-02,14,104,25,62,5,NA,10,0,NA,106
2017-08-02,15,105,24,62,3,NA,10,0,NA,107
2017-08-02,16,104,27,64,5,60,10,0,NA,107
2017-08-02,17,102,30,65,3,170,10,0,NA,106
2017-08-02,18,98,37,68,8,100,10,0,NA,103
2017-08-02,19,96,38,67,14,130,6,0,NA,100
2017-08-02,20,95,41,68,6,120,7,0,NA,100
2017-08-02,21,94,42,68,0,NA,10,0,NA,98
2017-08-02,22,94,41,67,8,180,10,0,NA,98
2017-08-02,23,91,46,68,7,160,10,0,NA,95
2017-08-03,0,88,53,69,7,60,10,0,NA,92
2017-08-03,1,88,55,70,8,80,10,0,NA,93
2017-08-03,2,88,55,70,6,100,10,0,NA,93
2017-08-03,3,89,49,68,10,20,10,0,NA,92
2017-08-03,4,86,55,68,15,360,10,0,NA,89
2017-08-03,5,87,55,69,9,10,10,0,NA,91
2017-08-03,6,91,52,71,8,10,10,0,NA,98
